Column1,Column2,Column3,Column4,Column5
alcohol,https://www.paulaschoice.com/ingredient-dictionary/emollients/alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Cleansing Agents']",Average,"""Alcohol"" refers to a group of organic compounds with a vast range of forms and uses in cosmetics and in other types of products and solutions.  For skin, there are good alcohols and bad alcohols, corresponding to high-molecular-weight alcohols and low-molecular-weight alcohols, respectively, which can have emollient properties (cetyl alcohol) or act as detergent cleansing agents like isopropanol.  There also are benign forms, including glycols, which are used as humectants to help hydrate and deliver ingredients into skin’s uppermost layers. Alcohols with low molecular weights—the bad-for-skin kind—can be drying and sensitizing. The alcohols to be concerned about in skincare products are ethanol or ethyl alcohol, denatured alcohol, methanol, isopropyl alcohol, SD alcohol, and benzyl alcohol. The concern is when one or more of these are listed among the main ingredients; tiny amounts in an otherwise good formula aren’t a problem. In addition to being drying and sensitizing, these alcohols can disrupt skin’s surface layers. Alcohol helps ingredients like retinol and vitamin C penetrate into the skin more effectively, but it does that by breaking down the surface layers of skin—destroying the very substances that keep your skin feeling healthier and looking younger over the long term. Alcohols like SD and ""denatured"" immediately harm the skin, starting a chain reaction of damage that continues long after it has evaporated. A 2003 study published found that with regular exposure to alcohol-based products, cleansing becomes a damaging ordeal—skin is no longer able to keep water and cleansing agents from penetrating into it, thus further eroding its surface layers. It also destroyed the substances in skin that help to naturally soothe and defend it against visible effects of environmental damage. If that weren’t bad enough, exposure to alcohol causes healthy substances in skin to literally self-destruct. The research also showed that these destructive, aging effects on skin’s substances increased the longer the exposure to alcohol; that is, two days of exposure was dramatically more harmful than one day, and that is only from exposure to a 3% concentration (most skincare products with denatured alcohol contain greater amounts than that). In short, for the healthy appearance of skin at any age, avoiding products that contain high amounts of the drying, sensitizing types of alcohol is a non-negotiable skincare must. References for this information: Biochimica et Biophysica Acta, May 2012, issue 4, page 1410 Aging, March 2012, issue 3, pages 166-175 Chemical Immunology and Allergy, March 2012, pages 77-80Dermato-Endocrinology, January 2011, issue 1, pages 41-49 Journal of Occupational Medicine and Toxicology, November 2008, issue 3Experimental Dermatology, June 2008, issue 6, pages 542-551 Clinical Dermatology, September-October 2004, issue 5, pages 360-366 The Journal of Hospital Infection, December 2003, issue 4, pages 239-245 Alcohol Journal, April 2002, issue 3, pages 179-190"
Aleurites moluccana seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/aleurites-moluccana-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Best,
alfalfa extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/alfalfa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Can be an antioxidant in skincare products.
References for this information:
Journal of Agricultural Food Chemistry, January 2001, issue 1, pages 308–314"
algae,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Texture Enhancer', 'Plant Extracts']",Best,"Algae are very simple, chlorophyll-containing organisms in a family that includes more than 20,000 different known species. In cosmetics, algae act as thickening agents, water-binding agents, and antioxidants.Some algae are also potential skin sensitizers. For example, the phycocyanin present in blue-green algae has been suspected of sensitization on the basis of patch tests.Other forms of algae, such as Irish moss and carrageenan, contain proteins, vitamin A, sugar, starch, vitamin B1, iron, sodium, phosphorus, magnesium, copper, and calcium. Most of these are beneficial for skin, as emollients, soothing agents, or antioxidants.New research shows forms of brown algae show promise for improving the appearance of aging skin. As a plant ingredient, all types of algae are prone to breaking down with routine exposure to air and light. Because of this, avoid anti-aging products with algae that are packaged in jars.References for this information:Bioresource Technology, May 2015, pages 355-362Marine Pharmacognosy: Trends and Applications, 2013Marine Drugs, January 2013, pages 146-164"
algae extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algae-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Texture Enhancer', 'Plant Extracts']",Best,
algin,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/algin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",Good,Brown algae.
aliphatic hydrocarbon,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/aliphatic-hydrocarbon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good,Hydrocarbon contained in natural gas and mineral oils. It is a synthetic fluid with varying properties.
alkaline,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/alkaline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Poor,"Anything with a pH higher than 7 is alkaline; a pH below 7 is acidic. Water has a pH of 7; skin has an average pH of 5.5. Skin sensitization can be caused by products with a pH of 8 or higher. Also, research indicates that the bacteria on skin proliferates in alkaline environmental.References for this information:eMedicine Journal, January 7, 2002, volume 3, number 1Cutis, December 2001, Supplemental, pages 12–19"
alkyloamides,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/alkyloamides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Average,"Identified on skincare product labels as DEA, triethanolamine (TEA), and monoethanolamine (MEA), these are used primarily for their foaming ability in shampoos, but can also be used as thickening or binding agents. They can be skin sensitizers. In addition, alkyloamides contain a free amine that can combine with formaldehyde-releasing preservatives in cosmetics, and there is concern that they may form harmful substances."
allantoin,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/allantoin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],Best,"Allantoin at a Glance  Occurs naturally in most organisms but can be produced synthetically Has both soothing and moisturizing properties for skin Helps mitigate skin’s response to more active ingredients Used in concentrations up to 2% in cosmetics  Allantoin Description Allantoin is a byproduct of uric acid that can be extracted from urea and is the result of metabolic processes that occur in most organisms – among them animals (including humans) and bacteria. It can also be extracted from comfrey (taken from the roots and leaves) and is proven safe and effective because it does not contain the potentially irritating alkaloid compounds that occur in the comfrey plant. Despite the natural source of allantoin being safe, the type of allantoin used in skin care products is generally produced synthetically as this guarantees no impurities while sacrificing none of allantoin’s effectiveness. It serves as an effective soothing agent and has moisturizing properties, giving it value especially in products designed to treat sensitive or compromised skin. It can also help mitigate skin’s response to stronger active ingredients and is often included in formulas to help buffer any potential adverse effects. In cosmetics, it is used in concentrations up to 2%, but in clinical settings it can be used in greater amounts, where research has shown it can have an impact on healing. In the United States, it is FDA-approved as an over the counter (OTC) skin protectant in concentrations of 0.5–2%. Allantoin References Chemistry Series, March 2020, pages 7-21 Molecules, June 2019, pages 1–33 European Journal of Pharmacology, February 2018, pages 68-78 Journal of the American Academy of Dermatology, June 2017, Volume 76, Issue 2, Supplement 1 Pharmacognosy Review, Volume 5, July-December 2011 International Journal of Toxicology, May 2010, Supplement, pages 84S-97S Journal of Occupational Medicine and Toxicology, October 2008, ePublication https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/CFRSearch.cfm?CFRPart=347&showFR=1"
allyl methacrylates crosspolymer,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/allyl-methacrylates-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good,"Synthetic, non-aqueous polymer whose chief function is as a texture enhancer."
almond/borage/linseed/olive acids glycerides,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/almond-borage-linseed-olive-acids-glycerides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Hydration']",Best,"A mixture of the fatty acid and triglyceride components of several non-fragrant plant oils, including almond, borage, linseed, and olive. This blend hydrates and replenishes skin, provides antioxidant benefits, and can enhance skin’s natural resilience. References for this information: American Journal of Clinical Dermatology, February 2018, pages 103-117 International Journal of Molecular Sciences, December 2017, ePublication Journal of Cosmetic Dermatology, December 2016, pages 549-558"
almond oil,https://www.paulaschoice.com/ingredient-dictionary/emollients/almond-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",Best,"Also known as sweet almond oil, this is a non-volatile, non-fragrant oil extracted from the seeds of almonds and used as an emollient. Almond oil is a rich source of skin-replenishing ingredients including triglycerides and several fatty acids (oleic, linoleic, and myristic among them). It is not known to cause sensitivity.Almonds (Prunus amygdalus) can be sweet or bitter. Sweet almond is listed in Latin as Prunus amygdalus or Prunus dulcis and does not contain harmful constituents. Bitter almond comes from another species, Prunus amara, and does contain harmful constituents that shouldn’t be applied to skin.See natural moisturizing factor (NMF)References for this information: ISRN Toxicology, September 2013, ePublicationComplementary Therapies in Clinical Practice, February 2010, pages 10-12Journal of Agricultural and Food Chemistry, June 2008, pages 4,096-4,10"
